"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2021-11-14","5.59",,"0.00","0.0","0.0","41","50","29","  220","  230","14.1","23.0",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2021-11-15","12.53",,"0.00","0.0","0.0","45","50","34","  260","  260","28.0","38.0",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2021-11-16","5.37",,"0.00","0.0","0.0","43","55","31","  290","  270","15.0","23.0",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2021-11-17","2.01",,"0.00","0.0","0.0","47","63","35","  120","   40","8.9","12.1","    1",,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2021-11-18","9.62",,"0.00","0.0","0.0","58","74","45","  300","  280","25.9","38.0","    1",,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2021-11-19","11.41",,"0.00","0.0","0.0","46","49","33","  300","  300","23.9","35.1",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2021-11-20","3.13",,"0.00","0.0","0.0","38","48","27","  120","  120","12.1","18.1",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2021-11-21","2.01",,"0.00","0.0","0.0","42","54","31","  200","  200","8.9","15.0",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2021-11-22","7.83",,"0.06","0.0","0.0","49","53","33","  290","  300","19.9","28.0","    1",,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2021-11-23","9.62",,"0.00","0.0","0.0","37","46","29","  290","  300","21.0","31.1",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2021-11-24","2.91",,"0.00","0.0","0.0","37","50","28","  250","  340","10.1","17.0",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2021-11-25","1.12",,"0.01","0.0","0.0","40","57","29","  140","  130","8.1","11.0",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2021-11-26","16.11",,"0.10","0.0","0.0","44","48","36","  290","  300","36.0","50.1","    1",,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2021-11-27","10.96",,"0.00","0.0","0.0","38","44","34","  310","  290","23.0","33.1",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2021-11-28","4.47",,"0.00","0.0","0.0","44","58","32","  300","  300","17.0","21.9",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2021-11-29","10.07",,"0.00","0.0","0.0","42","47","31","  320","  310","21.9","35.1",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2021-11-30","2.91",,"0.00","0.0","0.0","39","50","30","  230","  160","12.1","17.0",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2021-12-01","2.91",,"0.00","0.0","0.0","39","57","26","  120","  120","14.1","19.9",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2021-12-02","8.50",,"0.00","0.0","0.0","52","66","43","  280","  300","25.1","36.9",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2021-12-03","7.83",,"0.00","0.0","0.0","53","59","42","  290","  300","23.0","35.1",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2021-12-04","4.47",,"0.00","0.0","0.0","50","60","38","  310","  310","13.0","16.1",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2021-12-05","3.80",,"0.00","0.0","0.0","43","52","31","  100","  100","14.1","16.1",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2021-12-06","10.51",,"0.00","0.0","0.0","54","70","41","  290","  300","36.9","53.9",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2021-12-07","5.82",,"0.00","0.0","0.0","42","43","31","  290","  270","15.0","23.9",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2021-12-08","5.82",,"0.00","0.0","0.0","38","43","35","  300","  310","21.0","28.0",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2021-12-09","4.92",,"0.00","0.0","0.0","36","43","26","  300","  310","14.1","21.0",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2021-12-10","4.25",,"0.01","0.0","0.0","42","50","38","   70","   60","10.1","15.0",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2021-12-11","11.41",,"0.12","0.0","0.0","56","70","45","  290","  280","32.0","50.1","    1",,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2021-12-12","8.72",,"0.00","0.0","0.0","49","50","30","  280","  280","29.1","50.1",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2021-12-13","3.36",,"0.00","0.0","0.0","40","57","28","  230","  230","8.1","12.1",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2021-12-14","3.80",,"0.00","0.0","0.0","44","59","29","   40","   20","12.1","19.9",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2021-12-15","3.58",,"0.00","0.0","0.0","45","58","30","  110","  110","13.0","16.1",,,,,,,"    1",
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2021-12-16","6.26",,"0.00","0.0","0.0","53","67","42","  220","  220","17.0","25.9","    1",,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2021-12-17","6.49",,"0.00","0.0","0.0","60","64","52","  280","  310","17.0","25.1",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2021-12-18","5.14",,"0.01","0.0","0.0","50","55","46","   60","   50","12.1","16.1",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2021-12-19","9.84",,"0.00","0.0","0.0","47","54","32","  320","  340","21.9","35.1",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2021-12-20","2.24",,"0.00","0.0","0.0","34","41","24","  180","   10","8.1","15.0",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2021-12-21","2.91",,"0.11","0.0","0.0","33","41","25","   50","   10","10.1","17.0","    1",,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2021-12-22","9.17",,"0.03","0.0","0.0","40","50","30","  290","  290","25.1","38.9","    1",,,,,,"    1",
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2021-12-23","5.37",,"0.00","0.0","0.0","34","42","25","  290","  330","13.0","19.0",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2021-12-24","4.25",,"0.00","0.0","0.0","42","55","37","  230","  250","14.1","23.0",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2021-12-25","5.59",,"0.17","0.0","0.0","52","68","43","  240","  230","18.1","27.1","    1",,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2021-12-26","7.16",,"0.00","0.0","0.0","55","60","42","  280","  290","17.0","25.1",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2021-12-27","4.25",,"0.03","0.0","0.0","41","43","36","   50","   40","14.1","19.9",,,,"    1",,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2021-12-28","3.80",,"0.05","0.0","0.0","44","57","36","  110","   30","12.1","16.1","    1",,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2021-12-29","4.03",,"0.02","0.0","0.0","49","52","46","   60","   50","14.1","21.0","    1",,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2021-12-30","3.13",,"0.26","0.0","0.0","49","53","48","   50","   30","8.1","13.0","    1",,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2021-12-31","3.80",,"0.01","0.0","0.0","51","57","49","  120","  130","12.1","15.0","    1","    1",,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-01-01","2.91",,"0.75","0.0","0.0","53","58","51","  290","  330","21.0","29.1","    1","    1",,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-01-02","8.05",,"0.10","0.0","0.0","58","65","44","  310","  300","23.0","33.1","    1",,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-01-03","8.95",,"0.95","6.8","1.2","37","44","20","   20","   10","19.9","33.1","    1","    1","    1","    1",,,"    1",
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-01-04","2.24",,"0.00","0.0","5.1","26","35","15","  200","  200","8.9","13.0",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-01-05","3.36",,"0.00","0.0","3.9","32","41","23","  230","  210","8.9","17.0","    1",,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-01-06","5.82",,"0.00","0.0","2.0","36","41","28","   70","   40","14.1","19.9","    1",,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-01-07","13.87",,"0.21","3.0","5.1","31","35","20","  270","  280","25.1","35.1","    1","    1",,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-01-08","4.92",,"0.00","0.0","2.0","25","33","18","  300","  280","13.0","23.9",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-01-09","4.03",,"0.35","0.0","2.0","33","44","29","  280","  280","16.1","21.9","    1",,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-01-10","14.54",,"0.00","0.0","0.0","35","43","26","  290","  280","29.1","38.9",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-01-11","6.93",,"0.00","0.0","0.0","26","28","20","  300","  300","17.0","27.1",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-01-12","4.03",,"0.00","0.0","0.0","29","47","19","  230","  250","15.0","23.0",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-01-13","2.68",,"0.00","0.0","0.0","36","47","27","   70","   50","8.1","14.1",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-01-14","9.62",,"0.00","0.0","0.0","42","49","30","  330","  320","19.9","34.0",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-01-15","7.83",,"0.00","0.0","0.0","26","30","18","  340","  350","15.0","28.0",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-01-16","12.08",,"1.31","2.0","0.0","20","42","15","   40","   70","31.1","45.0","    1",,,"    1",,"    1",,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-01-17","17.00",,"0.04","0.0","1.2","37","45","33","  270","  280","33.1","49.0","    1",,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-01-18","10.74",,"0.00","0.0","0.0","35","41","25","  280","  270","23.0","36.9",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-01-19","7.16",,"0.00","0.0","0.0","38","55","26","  210","  200","16.1","29.1",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-01-20","6.93",,"0.40","0.0","0.0","41","46","25","  350","   10","15.0","23.0","    1",,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-01-21","8.72",,"0.00","0.0","0.0","23","26","17","   10","  350","14.1","25.1",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-01-22","4.25",,"0.00","0.0","0.0","24","34","15","   30","   40","13.0","17.0",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-01-23","2.91",,"0.00","0.0","0.0","29","40","18","  240","  190","12.1","18.1",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-01-24","4.47",,"0.00","0.0","0.0","34","42","27","  120","  110","14.1","21.9",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-01-25","5.82",,"0.00","0.0","0.0","38","49","29","  310","  310","18.1","27.1",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-01-26","5.59",,"0.00","0.0","0.0","29","34","18","  290","  310","16.1","23.9",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-01-27","2.91",,"0.00","0.0","0.0","24","36","13","  240","  140","12.1","19.0",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-01-28","4.47",,"0.13","1.0","0.0","33","38","30","   10","   10","13.0","18.1","    1",,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-01-29","14.09",,"0.03","0.5","2.0","26","31","20","  290","  290","25.1","34.0","    1",,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-01-30","6.04",,"0.00","0.0","1.2","22","31","14","  300","  290","16.1","23.9",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-01-31","6.93",,"0.00","0.0","1.2","28","37","23","   50","   20","13.0","19.0",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-02-01","3.36",,"0.00","0.0","1.2","30","41","20","  100","  110","12.1","15.0",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-02-02","2.68",,"0.00","0.0","0.0","34","50","20","  120","  200","10.1","16.1","    1",,,,,,"    1",
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-02-03","2.68",,"0.49","0.0","0.0","43","59","39","  190","  210","12.1","23.0","    1","    1",,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-02-04","8.95",,"0.80","0.0","0.0","51","63","34","  310","  310","23.9","33.1","    1",,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-02-05","11.41",,"0.00","0.0","0.0","32","34","22","  300","  320","25.1","36.0",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-02-06","3.58",,"0.00","0.0","0.0","26","35","18","   60","   40","12.1","21.0",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-02-07","3.58",,"0.06","0.0","0.0","35","43","30","  280","  300","8.9","13.0","    1",,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-02-08","7.83",,"0.00","0.0","0.0","39","47","27","  280","  250","23.0","31.1",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-02-09","3.58",,"0.00","0.0","0.0","37","56","23","  110","  140","16.1","21.0",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-02-10","6.26",,"0.00","0.0","0.0","47","61","32","  240","  250","23.0","38.0",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-02-11","5.82",,"0.00","0.0","0.0","45","67","28","  200","  190","19.9","36.0",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-02-12","9.62",,"0.00","0.0","0.0","56","60","42","  310","  290","19.9","25.1",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-02-13","5.82",,"0.14","0.7","0.0","38","42","26","  310","  350","13.0","21.0","    1",,,"    1",,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-02-14","8.05",,"0.00","0.0","0.0","27","32","20","  300","  260","17.0","29.1","    1","    1",,,,,"    1",
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-02-15","2.91",,"0.00","0.0","0.0","27","39","16","  110","  110","14.1","17.0",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-02-16","3.36",,"0.00","0.0","0.0","35","53","20","  120","  160","14.1","21.0",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-02-17","7.61",,"0.03","0.0","0.0","52","70","37","  200","  200","21.0","34.0",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-02-18","16.33",,"0.12","0.0","0.0","53","68","27","  290","  310","40.0","65.1",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-02-19","12.30",,"0.00","0.0","0.0","33","46","21","  310","  290","36.9","52.1",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-02-20","4.25",,"0.00","0.0","0.0","29","43","16","  110","  110","15.0","21.9",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-02-21","3.80",,"0.00","0.0","0.0","41","65","24","  110","  140","15.0","19.0",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-02-22","7.38",,"0.09","0.0","0.0","50","67","38","  210","  200","21.9","40.0","    1",,,,,,"    1",
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-02-23","12.30",,"0.00","0.0","0.0","66","76","39","  280","  290","23.0","34.0",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-02-24","8.50",,"0.29","0.0","0.0","39","41","32","   50","   30","14.1","23.0","    1",,,"    1",,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-02-25","8.28",,"0.29","0.0","0.0","38","57","32","  290","  280","25.9","36.0","    1",,,,,"    1",,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-02-26","6.71",,"0.00","0.0","0.0","37","43","32","  320","  320","16.1","23.0",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-02-27","9.84",,"0.00","0.0","0.0","40","54","28","  270","  280","23.0","32.0",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-02-28","8.05",,"0.00","0.0","0.0","43","49","34","  340","  340","17.0","25.1",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-03-01","3.13",,"0.00","0.0","0.0","40","55","28","  230","  200","13.0","21.0",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-03-02","4.03",,"0.00","0.0","0.0","49","63","33","  300","  280","17.0","23.9",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-03-03","11.18",,"0.00","0.0","0.0","51","56","34","  290","  340","21.9","32.0",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-03-04","5.14",,"0.00","0.0","0.0","36","46","26","   40","   50","13.0","19.0",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-03-05","5.59",,"0.00","0.0","0.0","41","57","30","  110","  110","18.1","25.1",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-03-06","8.28",,"0.12","0.0","0.0","58","78","41","  250","  190","18.1","29.1","    1",,"    1",,,,"    1",
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-03-07","15.21",,"0.00","0.0","0.0","70","79","51","  310","  220","35.1","48.1",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-03-08","10.51",,"0.00","0.0","0.0","52","53","43","  300","  280","30.0","40.9",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-03-09","6.71",,"0.55","0.0","0.0","43","45","36","  100","  100","16.1","23.0","    1",,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-03-10","3.80",,"0.00","0.0","0.0","40","50","30","  110","   10","12.1","21.0","    1",,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-03-11","4.70",,"0.00","0.0","0.0","46","60","31","  140","  150","16.1","23.9","    1",,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-03-12","14.54",,"0.69","0.4","0.0","41","49","23","  280","  310","30.0","44.1","    1",,,,,,"    1",
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-03-13","9.17",,"0.00","0.0","0.0","28","42","20","  290","  270","23.0","35.1",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-03-14","4.47",,"0.00","0.0","0.0","43","63","26","  130","  110","15.0","21.0",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-03-15","3.13",,"0.00","0.0","0.0","53","73","33","  240","  230","15.0","21.9",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-03-16","4.92",,"0.00","0.0","0.0","56","72","40","  110","  120","17.0","23.9",,,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-03-17","4.47",,"0.38","0.0","0.0","55","60","48","  340","  350","8.9","18.1","    1",,,,,,,
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2022-03-18","6.71",,"0.00","0.0","0.0","60","76","44","  140","  130","21.0","36.0","    1","    1",,,,,,
